date,title,link
2/1/2024,"Utkarsh and Valentin Churavy co-author ""Automated translation and accelerated solving of differential equations on multiple GPU platforms"" in Computer Methods in Applied Mechanics and Engineering",https://www.sciencedirect.com/science/article/abs/pii/S0045782523007156
1/29/2024,"Emily Nieves and Raj Dandekar publish ""Uncertainty Quantified Discovery of Chemical Reaction Systems via Bayesian Scientific Machine Learning"" in Frontiers in Systems Biology",https://www.frontiersin.org/journals/systems-biology/articles/10.3389/fsysb.2024.1338518/full
12/2/2023,"Bisain et al. release ""A New Upper Bound For the Growth Factor in Gaussian Elimination with Complete Pivoting"" in arXiv",http://arxiv.org/abs/2312.00994
12/1/2023,"Chris Rackauckas presents ""NonlinearSolve.jl: Efficient rootfinding and solving of algebraic equations in Julia"" at JuliaCon Local Eindhoven",https://www.youtube.com/watch?v=O-2F8fBuRRg
12/1/2023,"Santana et al. publish ""Efficient hybrid modeling and sorption model discovery for non-linear advection-diffusion-sorption systems: A sy..."" in Chemical Engineering Science",https://www.sciencedirect.com/science/article/pii/S0009250923007790
12/1/2023,"Pestourie et al. publish ""Physics-enhanced deep surrogates for partial differential equations"" in Nature Machine Intelligence",https://www.nature.com/articles/s42256-023-00761-y
11/13/2023,"Chris Rackauckas presents at the JuliaHEP 2023 Workshop in Erlangen on Automatic Differentiation, SciML, and maintaining large-scale Julia ecosystems",https://indico.cern.ch/event/1292759/
11/1/2023,"Santana et al. release ""Advancing Odor Classification Models Enhanced by Scientific Machine Learning and Mechanistic Model: Probabilisti..."" in ChemRxiv",https://chemrxiv.org/engage/chemrxiv/article-details/656703395bc9fcb5c9a3a476
10/20/2023,"Chris Rackauckas keynotes the LLNL Data-Driven Physical Simulations (DDPS) Seminar Series on ""Generalizing Scientific Machine Learning and Differentiable Simulation Beyond Continuous Models""",https://www.youtube.com/watch?v=16jtJDiJIuU
10/1/2023,"Loman et al. publish ""Catalyst: Fast and flexible modeling of reaction networks"" in PLOS Computational Biology",https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1011530
10/1/2023,"Edelman and Jeong release ""The conditional DPP approach to random matrix distributions"" in arXiv",http://arxiv.org/abs/2304.09319
9/13/2023,"Silvestri et al. release ""Oceananigans.jl: A Julia library that achieves breakthrough resolution, memory and energy efficiency in global o..."" in arXiv",http://arxiv.org/abs/2309.06662
9/1/2023,"Holtorf et al. publish ""Sum-of-Squares Bounds for Quantum Optimal Control"" in 2023 IEEE International Conference on Quantum Computing and Engineering (QCE)",https://ieeexplore.ieee.org/abstract/document/10313626
8/29/2023,"Chris Rackauckas presents ""Improved Parallelism and Memory Performance Differentiating Stiff Differential Equations"" at ICIAM 2023",https://www.youtube.com/watch?v=5jat8moluUM
8/1/2023,"Shen et al. publish ""Differentiable modelling to unify machine learning and physical models for geosciences"" in Nature Reviews Earth \& Environment",https://www.nature.com/articles/s43017-023-00450-9
7/28/2023,"Emmanuel Lujan presents ""Automating the composition of ML interatomic potentials in Julia"" at JuliaCon 2023, Massachusetts Institute of Technology, Cambridge, MA",https://pretalx.com/juliacon2023/talk/GGEKXE/
7/27/2023,Chris Rackauckas keynotes ASE60 (Synergistic Interactions Between Theory and Computation) at MIT on translating theory to differential-equation software,https://www.youtube.com/watch?v=s_t6dIKjUUc
7/24/2023,"Chris Rackauckas keynotes JuliaCon 2023 with ""Scientific Machine Learning through Symbolic Numerics""",https://www.youtube.com/watch?v=tynmTkpdAME
7/1/2023,"Núñez et al. publish ""Forecasting virus outbreaks with social media data via neural ordinary differential equations"" in Scientific Reports",https://doi.org/10.1038/s41598-023-37118-9
7/1/2023,"Aboelyazeed et al. publish ""A differentiable, physics-informed ecosystem modeling and learning framework for large-scale inverse problems: d..."" in Biogeosciences",https://bg.copernicus.org/articles/20/2671/2023/
7/1/2023,"Zagatti et al. release ""Extending JumpProcess.jl for fast point process simulation with time-varying intensities""",http://arxiv.org/abs/2306.06992
7/1/2023,"Pal et al. publish ""Locally Regularized Neural Differential Equations: Some Black Boxes were meant to remain closed!""",https://proceedings.mlr.press/v202/pal23a.html
6/1/2023,"Arya et al. release ""Differentiating Metropolis-Hastings to Optimize Intractable Densities"" in arXiv",http://arxiv.org/abs/2306.07961
6/1/2023,"Edelman and Jeong publish ""Fifty Three Matrix Factorizations: A Systematic Approach"" in SIAM Journal on Matrix Analysis and Applications",https://epubs.siam.org/doi/abs/10.1137/21M1416035
5/5/2023,"Chris Rackauckas presents ""Extending Scientific Machine Learning to Agent-Based Models"" at the ICLR 2023 AI4ABM Workshop",https://www.youtube.com/watch?v=fm277BM3Y8M
5/1/2023,"Roesch et al. publish ""Julia for biologists"" in Nature Methods",https://doi.org/10.1038/s41592-023-01832-z
3/1/2023,"Bassik et al. release ""Robust Parameter Estimation for Rational Ordinary Differential Equations""",https://arxiv.org/abs/2303.02159
3/1/2023,"Tarek et al. release ""A Practitioner's Guide to Bayesian Inference in Pharmacometrics using Pumas"" in arXiv",http://arxiv.org/abs/2304.04752
1/1/2023,"Edelman and Jeong publish ""On the structure of the solutions to the matrix equation G⋆JG = J"" in Linear Algebra and its Applications",https://www.sciencedirect.com/science/article/pii/S0024379522003664
12/1/2022,"Arya et al. publish ""Automatic Differentiation of Programs with Discrete Randomness"" in Advances in Neural Information Processing Systems",https://proceedings.neurips.cc/paper_files/paper/2022/hash/43d8e5fc816c692f342493331d5e98fc-Abstract-Conference.html
12/1/2022,"Gnadt et al. release ""Derivation and Extensions of the Tolles-Lawson Model for Aeromagnetic Compensation"" in arXiv",https://arxiv.org/abs/2212.09899
11/28/2022,"Holtorf et al. release ""Stochastic Optimal Control via Local Occupation Measures"" in arXiv",http://arxiv.org/abs/2211.15652
11/1/2022,"Churavy et al. release ""Bridging HPC Communities through the Julia Programming Language"" in arXiv",http://arxiv.org/abs/2211.02740
11/1/2022,"Iravanian et al. publish ""Symbolic-numeric integration of univariate expressions based on sparse regression"" in ACM Commun. Comput. Algebra",https://doi.org/10.1145/3572867.3572882
11/1/2022,"Roberts et al. publish ""Continuous-time echo state networks for predicting power system dynamics"" in Electric Power Systems Research",https://www.sciencedirect.com/science/article/pii/S0378779622006587
11/1/2022,"Shankar et al. publish ""Validation and parameterization of a novel physics-constrained neural dynamics model applied to turbulent fluid..."" in Physics of Fluids",https://doi.org/10.1063/5.0122115
10/1/2022,"Annevelink et al. publish ""AutoMat: Automated materials discovery for electrochemical systems"" in MRS Bulletin",https://doi.org/10.1557/s43577-022-00424-0
10/1/2022,"Childers et al. release ""Differentiable State-Space Models and Hamiltonian Monte Carlo Estimation"" in National Bureau of Economic Research",https://www.nber.org/papers/w30573
9/1/2022,"Utkarsh et al. publish ""Parallelizing Explicit and Implicit Extrapolation Methods for Ordinary Differential Equations""",https://ieeexplore.ieee.org/abstract/document/9926357
9/1/2022,"Acquesta et al. publish ""Model-Form Epistemic Uncertainty Quantification for Modeling with Differential Equations: Application to Epidemi...""",https://www.osti.gov/biblio/1888443
8/1/2022,"Widmann and Rackauckas release ""DelayDiffEq: Generating Delay Differential Equation Solvers via Recursive Embedding of Ordinary Differential Equ..."" in arXiv",http://arxiv.org/abs/2208.12879
8/1/2022,"Dixit and Rackauckas publish ""GlobalSensitivity.jl: Performant and Parallel Global Sensitivity Analysis with Julia"" in Journal of Open Source Software",https://joss.theoj.org/papers/10.21105/joss.04561
7/22/2022,"Emmanuel Lujan presents ""Atomistic suite for CESMIX in Julia"" in ""JuliaMolSim: Computation with Atoms"" at JuliaCon 2022 (Virtual)",https://juliamolsim.github.io/juliacon22/
7/1/2022,"Rackauckas et al. publish ""Composing Modeling And Simulation With Machine Learning In Julia"" in 2022 Annual Modeling and Simulation Conference (ANNSIM)",https://doi.org/10.23919/ANNSIM55834.2022.9859453
6/1/2022,"Edelman and Jeong publish ""On the Cartan decomposition for classical random matrix ensembles"" in Journal of Mathematical Physics",https://doi.org/10.1063/5.0087010
6/1/2022,"Christ et al. release ""Plots.jl -- a user extendable plotting API for the julia programming language"" in arXiv",http://arxiv.org/abs/2204.08775
6/1/2022,"Mester et al. publish ""Differential methods for assessing sensitivity in biological models"" in PLOS Computational Biology",https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009598
6/1/2022,"Deshpande et al. publish ""Constrained Smoothers for State Estimation of Vapor Compression Cycles"" in 2022 American Control Conference (ACC)",https://ieeexplore.ieee.org/abstract/document/9867269
2/1/2022,"Zhang et al. publish ""Two heads are better than one: current landscape of integrating QSP and machine learning"" in Journal of Pharmacokinetics and Pharmacodynamics",https://doi.org/10.1007/s10928-022-09805-z
1/1/2022,"Anantharaman et al. publish ""Stably Accelerating Stiff Quantitative Systems Pharmacology Models: Continuous-Time Echo State Networks as Impli..."" in IFAC-PapersOnLine",https://www.sciencedirect.com/science/article/pii/S2405896323000046
1/1/2022,"Pal et al. release ""Mixing Implicit and Explicit Deep Learning with Skip DEQs and Infinite Time Neural ODEs (Continuous DEQs)""",https://arxiv.org/abs/2201.12240
1/1/2022,"Martinuzzi et al. publish ""ReservoirComputing.jl: An Efficient and Modular Library for Reservoir Computing Models"" in Journal of Machine Learning Research",http://jmlr.org/papers/v23/22-0611.html
1/1/2022,"Gnadt publishes ""Machine Learning-Enhanced Magnetic Calibration for Airborne Magnetic Anomaly Navigation"" in AIAA SCITECH 2022 Forum",https://doi.org/10.2514/6.2022-1760
12/1/2021,"Pestourie et al. publish ""Data-Efficient Training with Physics-Enhanced Deep Surrogates""",https://openreview.net/forum?id=vQmS8ueWIFm
12/1/2021,"Anantharaman et al. publish ""Composable and Reusable Neural Surrogates to Predict System Response of Causal Model Components""",https://openreview.net/forum?id=CFB_X4D_gQb
11/17/2021,"On 17th and 18th February 2022 there will be an introduction to Julia workshop at the Applied and Computational Mathematics (ACoM) laboratory, RWTH Aachen University.",https://michael-herbst.com/teaching/2022-rwth-julia-workshop/
11/11/2021,"MIT + Pumas-AI + Roche team wins International Society of Pharmacology (ISoP) Mathematics and Computing Special Interest Group Award for ""Automatic identification of non-obvious prognostic factors in big data with DeepNLME""",https://twitter.com/ChrisRackauckas/status/1458394446991708165
11/1/2021,"Rackauckas et al. publish ""Generalized physics-informed learning through language-wide differentiable programming"" in MIT web domain",https://dspace.mit.edu/handle/1721.1/137320
10/1/2021,"Dandekar et al. publish ""Implications of Delayed Reopening in Controlling the COVID-19 Surge in Southern and West-Central USA"" in Health Data Science",https://spj.science.org/doi/10.34133/2021/9798302
9/25/2021,"Schäfer et al. release ""AbstractDifferentiation.jl: Backend-Agnostic Differentiable Programming in Julia"" in arXiv",http://arxiv.org/abs/2109.12449
9/1/2021,"Gowda et al. publish ""High-performance symbolic-numerics via multiple dispatch"" in ACM Communications in Computer Algebra",https://dl.acm.org/doi/10.1145/3511528.3511535
9/1/2021,"Ma et al. publish ""A Comparison of Automatic Differentiation and Continuous Sensitivity Analysis for Derivatives of Differential Eq...""",https://ieeexplore.ieee.org/abstract/document/9622796
9/1/2021,"Kim et al. publish ""Stiff neural ordinary differential equations"" in Chaos: An Interdisciplinary Journal of Nonlinear Science",https://doi.org/10.1063/5.0060697
9/1/2021,"Drake et al. publish ""A simple model for assessing climate control trade-offs and responding to unanticipated climate outcomes"" in Environmental Research Letters",https://dx.doi.org/10.1088/1748-9326/ac243e
8/31/2021,"SciML Receives Chan Zuckerberg Institute Funding: Spatial SSAs, Identifiability, and Compile Times",https://sciml.ai/news/2021/08/31/czi
8/26/2021,SciML Common Interface Expansion,https://sciml.ai/news/2021/08/26/expansion
8/16/2021,SciML at JuliaCon 2021,https://sciml.ai/news/2021/08/16/juliacon2021
7/28/2021,"Emmanuel Lujan presents ""Towards MDP.jl: The Julia Library of MD Potentials"" at JuliaCon 2021 (Virtual), co-authored with N. C. Nguyen, W. S. Moses, A. Rohskopf, and V. Churavy",https://pretalx.com/juliacon2021/talk/review/GEUBKLALGYCVYE9NR7NKJ3ELFHAQU3UT
7/19/2021,"Kirill Zubov, Zoe McCarthy, Yingbo Ma, Francesco Calisto, Valerio Pagliarino, Simone Azeglio, Luca Bottero, Emmanuel Luján, Valentin Sulzer, Ashutosh Bharambe, Nand Vinchhi, Kaushik Balakrishnan, Devesh Upadhyay, and Chris Rackauckas release ""NeuralPDE: Automating Physics-Informed Neural Networks (PINNs) with Error Approximations"" on arXiv",https://arxiv.org/abs/2107.09443
7/1/2021,"Pal et al. publish ""Opening the Blackbox: Accelerating Neural Differential Equations by Regularizing Internal Solver Heuristics""",https://proceedings.mlr.press/v139/pal21a.html
5/24/2021,SciML Ecosystem Update: Improved QNDF Outperforms CVODE On SciMLBenchmarks,https://sciml.ai/news/2021/05/24/QNDF
4/11/2021,MIT Julia Lab awarded a Climate Grand Challenge grant for briding computation with climate policymaking!,https://twitter.com/ChrisRackauckas/status/1513538343665029124
4/1/2021,"Roesch et al. publish ""Collocation based training of neural ordinary differential equations"" in Statistical Applications in Genetics and Molecular Biology",https://www.degruyter.com/document/doi/10.1515/sagmb-2020-0025/html
3/9/2021,"Ma et al. release ""ModelingToolkit: A Composable Graph Transformation System For Equation-Based Modeling"" in arXiv",http://arxiv.org/abs/2103.05244
3/9/2021,MIT Julia Lab awarded Best Poster at the NeurIPS 2021 Differentiable Programming workshop for AbstractDifferentiation.jl!,https://twitter.com/ChrisRackauckas/status/1501533433138323465
3/1/2021,"Dandekar et al. publish ""Safe Blues: The case for virtual safe virus spread in the long-term fight against epidemics"" in Patterns",https://www.cell.com/patterns/abstract/S2666-3899(21)00034-9
3/1/2021,"Rackauckas et al. publish ""Hybrid Mechanistic + Neural Model of Laboratory Helicopter""",https://ep.liu.se/en/conference-article.aspx?series=ecp&issue=176&Article_No=37
3/1/2021,"Hall et al. publish ""Circuitscape in Julia: Empowering Dynamic Approaches to Connectivity Assessment"" in Land",https://www.mdpi.com/2073-445X/10/3/301
2/5/2021,"SciML Ecosystem Update: GalacticOptim, GlobalSensitivity, Tutorials, and Documentation",https://sciml.ai/news/2021/02/05/galacticoptim
1/19/2021,"SciML Ecosystem Update: Bayesian Neural ODEs, Virtual Brownian Trees, Parallel Batching and More",https://sciml.ai/news/2021/01/19/bayesian_neural_ode
1/1/2021,"Rackauckas et al. release ""Efficient Precision Dosing Under Estimated Uncertainties via Koopman Expectations of Bayesian Posteriors with Pumas"" in bioRxiv",https://www.biorxiv.org/content/10.1101/2021.01.25.428134v1
1/1/2021,"Martensen and Rackauckas publish ""Neural Network Surrogates and Symbolic Regression for System Estimation""",https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3325251
1/1/2021,"Drensky et al. publish ""The densities and distributions of the largest eigenvalue and the trace of a Beta–Wishart matrix"" in Random Matrices: Theory and Applications",https://www.worldscientific.com/doi/10.1142/S2010326321500106
1/1/2021,"Edelman and Wang publish ""The gsvd: where are the ellipses?, matrix trigonometry, and more"" in SIAM Journal on Matrix Analysis and Applications",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099234307&doi=10.1137%2f18M1234412&partnerID=40&md5=31183fd1805e33c85b75539001742622
1/1/2021,"Dandekar et al. publish ""Bayesian Neural Ordinary Differential Equations"" in LAFI",https://popl21.sigplan.org/details/lafi-2021-papers/7/Bayesian-Neural-Ordinary-Differential-Equations
12/1/2020,"Shankar et al. publish ""Learning non-linear spatio-temporal dynamics with convolutional Neural ODEs"" in Third Workshop on Machine Learning and the Physical Sciences (NeurIPS)",https://ml4physicalsciences.github.io/2020/files/NeurIPS_ML4PS_2020_125.pdf
10/7/2020,"Anantharaman et al. release ""Accelerating Simulation of Stiff Nonlinear Systems using Continuous-Time Echo State Networks"" in arXiv",http://arxiv.org/abs/2010.04004
9/5/2020,"SciML Ecosystem Update: Koopman Optimization Under Uncertainty, Non-Commutative SDEs, GPUs in R, and More",https://sciml.ai/news/2020/09/05/Koopman
9/1/2020,"Ramadhan et al. publish ""Oceananigans.jl: Fast and friendly geophysical fluid dynamics on GPUs"" in Journal of Open Source Software",https://joss.theoj.org/papers/10.21105/joss.02018
8/17/2020,"SciML Ecosystem Update: Neural PDEs, Lie Groups, and Stochastic Delay Differential Equations",https://sciml.ai/news/2020/08/17/NeuralPDE
8/10/2020,"SciML Ecosystem Update: SDE Adjoints, FFORD Layers, and Jump Diffusion",https://sciml.ai/news/2020/08/10/StochasticBonanza
7/1/2020,"Gnadt et al. release ""Signal Enhancement for Magnetic Navigation Challenge Problem"" in arXiv",https://arxiv.org/abs/2007.12158
6/1/2020,SciML Ecosystem Update: Auto-Parallelism and Component-Based Modeling,https://sciml.ai/news/2020/06/01/ModellingToolkit
5/9/2020,SciML Ecosystem Update: Automated Model Discovery with DataDrivenDiffEq.jl and ReservoirComputing.jl,https://sciml.ai/news/2020/05/09/ModelDiscovery
3/29/2020,SciML: An Open Source Software Organization for Scientific Machine Learning,https://sciml.ai/news/2020/03/29/SciML
3/23/2020,DifferentialEquations.jl v6.12.0: DAE Extravaganza,https://sciml.ai/news/2020/03/23/DAE
2/18/2020,DifferentialEquations.jl v6.11.0: Universal Differential Equation Overhaul,https://sciml.ai/news/2020/02/18/Universal
1/1/2020,"Souza et al. publish ""Uncertainty Quantification of Ocean Parameterizations: Application to the K-Profile-Parameterization for Penetra...""",https://onlinelibrary.wiley.com/doi/abs/10.1029/2020MS002108
1/1/2020,"Dandekar et al. publish ""A Machine Learning-Aided Global Diagnostic and Comparative Tool to Assess Effect of Quarantine Control in COVID-..."" in Patterns",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097386310&doi=10.1016%2fj.patter.2020.100145&partnerID=40&md5=ce9f5f079d0074fdff0b2ded7d6c823e
1/1/2020,"Irurzun-Arana et al. publish ""Beyond Deterministic Models in Drug Discovery and Development"" in Trends in Pharmacological Sciences",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092178465&doi=10.1016%2fj.tips.2020.09.005&partnerID=40&md5=21a2fda8ab5c100931d4ab024a545100
1/1/2020,"Rackauckas and Nie publish ""Stability-Optimized High Order Methods and Stiffness Detection for Pathwise Stiff Stochastic Differential Equations""",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099333485&doi=10.1109%2fHPEC43674.2020.9286178&partnerID=40&md5=ab47007900f3242f96bd73f6d2aa0638
1/1/2020,"Kurchin et al. publish ""ACED: Accelerated Computational Electrochemical systems Discovery"" in NeurIPS 2020 Workshop on Tackling Climate Change with Machine Learning",https://www.climatechange.ai/papers/neurips2020/91
1/1/2020,"Sykora et al. publish ""StochasticDelayDiffEq.jl - An Integrator Interface for Stochastic Delay Differential Equations in Julia"" in ENOC 2020",http://real.mtak.hu/106039/
1/1/2020,"Moses and Churavy publish ""Instead of rewriting foreign code for machine learning, automatically synthesize fast gradients"" in Advances in Neural Information Processing Systems",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108066870&partnerID=40&md5=10a10145e0035f420452e8d15cd72253
7/5/2019,DifferentialEquations.jl v6.7.0: GPU-based Ensembles and Automatic Sparsity,https://sciml.ai/news/2019/07/05/AutomaticSparsity
6/24/2019,"DifferentialEquations.jl v6.6.0: Sparse Jacobian Coloring, Quantum Computer ODE Solvers, and Stiff SDEs",https://sciml.ai/news/2019/06/24/coloring
6/6/2019,"DifferentialEquations.jl v6.5.0: Stiff SDEs, VectorContinuousCallback, Multithreaded Extrapolation",https://sciml.ai/news/2019/06/06/StiffSDEs
5/9/2019,"DifferentialEquations.jl v6.4.0: Full GPU ODE, Performance, ModelingToolkit",https://sciml.ai/news/2019/05/09/GPU
2/2/2019,"DifferentialEquations.jl 6.0: Radau5,Hyperbolic PDEs, Dependency Reductions",https://sciml.ai/news/2019/02/02/RadauAnderson
1/1/2019,"Chan et al. publish ""On computing Schur functions and series thereof"" in Journal of Algebraic Combinatorics",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055563133&doi=10.1007%2fs10801-018-0846-y&partnerID=40&md5=9fb9cb22f19793bc36fea2817d6c265f
1/1/2019,"Besard et al. publish ""Rapid software prototyping for heterogeneous and distributed platforms"" in Advances in Engineering Software",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063985940&doi=10.1016%2fj.advengsoft.2019.02.002&partnerID=40&md5=18d47b8c20e17151a2a8d276dd1641d8
1/1/2019,"Rackauckas and Nie publish ""Confederated modular differential equation APIs for accelerated algorithm development and benchmarking"" in Advances in Engineering Software",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063544155&doi=10.1016%2fj.advengsoft.2019.03.009&partnerID=40&md5=2305e6c3c41aa4288b5bd85f0187a165
